SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,35784,443,2020-03-31 21:43:39,122.312547,17721,144.8829284864781697334779563,33762,276.0305531042534826782733909,30825.873247820196,175.57298552972264,131.6700767263427,87.0,56,0.7632736310469675,0.43098929199180563,1.3334311780999857,324.2650585693213623798902417,18.00736123282146418273216318,37.62253085421994884910485934,40.361003,0.0,-0.4562254475334323980359720227,2.0892861740145756,0.4786323733136538859352914073,0.4840328535367205536332179932,0.6957246966557393624584111944,0.2207300941176470588235294118,0.014902,7.9e-05,0.8875411284393238252277984189,0.3171528841484124,3.151924976233302647767369204,True
192.168.20.144,1.1.1.1,36080,443,2020-03-31 21:44:41,122.280102,26583,217.3943230763742738781817503,47747,390.4723599265561620156319464,24715.07211115739,157.21027991565117,126.41156462585035,87.0,56,0.7520799145004264,0.44788142775159884,1.2436384311906752,402.5920963216293139056643065,20.06469776302721470688378507,30.27635058673469387755102041,30.951610,0.0,-0.1009623102087675691478741054,1.5089362892135993,0.6627185038548991612460190825,0.3719459441386047574039067425,0.6098737116310267372761965135,0.1569545869565217391304347826,0.004770,1.2e-05,0.7486037718342908237572115201,0.2573362057807009,3.885669883607599860262133373,True
1.1.1.1,192.168.20.144,443,35784,2020-03-31 21:45:42,120.817008,496,4.105382248830396462061036969,448,3.708087192491970997990614037,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.603121166392125,35.42037720248603062580908443,60.408586,60.4084685,0.0,0.000009951898535266283823097836737,1.7054755135628576,0.5863467355863292450813049064,6.14346875E-8,0.0002478602176631013934767444789,15.08894575,15.0889975,15.08855,-0.6263611057221783920893970583,1.5966660714339838,0.00001642660937150638198011577309,True
192.168.20.144,1.1.1.1,36106,443,2020-03-31 21:45:43,107.272794,22372,208.5524126462111166788477608,41458,386.4726409568487607398386584,26073.641559619286,161.47334628234867,128.43058350100603,87.0,87,0.7697353982228393,0.25657846607427975,1.2572811076661021,336.8793823241290009189948543,18.35427422493542785519732761,29.59238223541247484909456740,27.845468,0.0,0.2855325490951610752884319567,1.6122883352810202,0.6202364540618605563035777708,0.4120328440687365079365079357,0.6418978455087199526878859871,0.1762516666666666666666666667,0.011714,1.6e-05,0.7689899622716438045927855290,0.27455407102511076,3.641939152397915590516700477,True
1.1.1.1,192.168.20.144,443,36080,2020-03-31 21:46:44,120.816981,496,4.105383166295141905590241491,448,3.708088021169805592146024572,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.61954262060125,35.42060900973614329873898433,60.4086855,60.408472,0.0,0.00001808269303963532386862689081,1.7054671613182968,0.5863496071229052533966987964,1.8519550E-7,0.0004303434674768515642095393837,15.0890065,15.089049,15.088179,-0.2962749748417136185097168745,1.9228826798544831,0.00002852033150604392437696540085,True
192.168.20.144,1.1.1.1,36366,443,2020-03-31 21:46:45,107.353638,25856,240.8488476189321129480493246,45964,428.1550290824797199699930057,15527.326315789474,124.60869277778929,126.0,87.0,87,0.9389393098653428,0.3129797699551143,0.9889578791888038,390.1593858922805395167743916,19.75245265510793572236922649,28.33576931754385964912280702,27.859798,0.0,0.07229046324342531243990651313,1.4345443481023255,0.6970854552686651896086297480,0.3893797891962768952456328795,0.6240030362075787971026345475,0.1633721278195488721804511278,0.006403,1e-05,0.7546555964224445145315144134,0.2617970079318738,3.819519550463438951548567810,True
1.1.1.1,192.168.20.144,443,35784,2020-03-31 21:47:42,120.816993,434,3.592209913716359419738248245,448,3.708087652868500046181417543,8.960000000000003,2.9933259094191533,58.8,56.0,56,2.806243040080453,0.9354143466934843,0.050906903221414175,1321.784883836217048888888888,36.35635960648724038980520756,59.40360653333333333333333333,60.400946,0.0,-0.08229697451518550121740788334,1.633926145970172,0.6120227664306287785537776781,0.000169007375673469387755102041,0.01300028367665372861093999253,15.08348742857142857142857143,15.089000,15.051662,-1.272104109190568932167777012,2.4480564703816077,0.0008618884550550520684490807952,True
192.168.20.144,1.1.1.1,36106,443,2020-03-31 21:47:45,105.743131,448,4.236681813403085255722189652,372,3.517959005772204721269318193,8.816326530612244,2.9692299558323607,58.57142857142857,56.0,56,2.5980762113533142,0.866025403784438,0.05069416997762567,1229.096925004063801020408164,35.05847864645674839498281441,51.79159864285714285714285714,52.871493,0.0,-0.09240797651543262672854532516,1.4772916750080245,0.6769143947112327882226659729,4.544805555555555555555555557E-9,0.00006741517303660619957331817356,0.01502183333333333333333333333,0.014994,0.014945,1.238593572320281615259144478,1.139703865947404,0.004487812608532438311345808229,True
192.168.20.144,1.1.1.1,36392,443,2020-03-31 21:47:47,107.152579,26823,250.3252861510687484246179460,42840,399.8037228763294628680845843,36704.60506224881,191.5844593443028,137.94653465346533,87.0,87,0.7977661887790328,0.2659220629263443,1.3888312586146578,398.7853287540944797725713164,19.96961013024777306136897338,28.78818856237623762376237624,30.973575,0.0,-0.3283068257271951829253921493,1.4415999298239204,0.6936737296610037018019630818,0.3721461587469180684229594748,0.6100378338651776345438784741,0.1577082733812949640287769784,0.009826,1.8e-05,0.7272447633828785631534912551,0.25849261246991045,3.868140971845370228775884255,True
1.1.1.1,192.168.20.144,443,36080,2020-03-31 21:48:44,120.817011,496,4.105382146889894503349366920,448,3.708087100416678906251041089,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.608294973363109375,35.42045023673983607392410339,60.408635875,60.408568,0.0,0.000005748797619426929752578059477,1.7054734050879223,0.5863474604861673856482213337,1.9184375E-7,0.0004379997146117791707344884776,15.0888625,15.088996,15.087735,-0.9143841574302918801324652760,2.574202590516341,0.00002902801418011325709505858892,True
