SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,43658,443,2020-03-31 22:28:41,123.274908,18418,149.4059115420309216535777094,34281,278.0857885531741788036864728,42566.749328417536,206.31710866628956,137.95549738219896,87.0,56,0.7409297907225565,0.3972307382164753,1.4955337959073722,365.4831618562436177804884730,19.11761391639248524398159596,34.62623256282722513089005236,35.156833,0.0,-0.08326359756399449582467198943,1.8112214586118827,0.5521136000488854742104581910,0.3965467643720679847381200140,0.6297195918597959460648818731,0.1730723225806451612903225806,0.014531,0.014964,0.7552948548690396859050620104,0.25107734398685694,3.638476577133645477317022806,True
192.168.20.144,1.1.1.1,43960,443,2020-03-31 22:29:44,122.344292,25347,207.1776262353130459081818055,46170,377.3776385088729762725669294,25148.817440185136,158.5837868137381,128.3967684021544,87.0,87,0.7831210724733724,0.2610403574911241,1.2351073067278007,411.3446057263427108354902023,20.28163222539898810980266187,28.53858598922800718132854578,27.875403,0.0,0.09809609727527156003119757246,1.4071148550602706,0.7106740408601310441366722620,0.3774407071369386818773637546,0.6143620326297342748882620546,0.1684379212598425196850393701,0.009106,4.1e-05,0.7780359761710854517195139410,0.27410046896783496,3.647409253418547383741802439,True
1.1.1.1,192.168.20.144,443,43658,2020-03-31 22:30:44,120.816976,496,4.105383336196065691960374840,448,3.708088174628704495964209533,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.614391314692125,35.42053629343706203224438255,60.408798,60.408723,0.0,0.000006352247129631670875283340424,1.7054738386666641,0.5863473114203838658111419888,9.47109E-7,0.0009731952527627742184145877295,15.088919,15.0889915,15.086795,-0.2234906092919646973106293269,2.182501398327292,0.00006449734754111770488095189122,True
192.168.20.144,1.1.1.1,43986,443,2020-03-31 22:30:46,107.577634,27707,257.5535357098483872586377945,45924,426.8917087356652591931887998,24456.134815992504,156.38457345912514,128.50087260034903,87.0,87,0.7961310700098487,0.2653770233366162,1.2169923074802558,403.6692844632051384251771857,20.09152270145807386771763213,30.88851366143106457242582897,30.954214,0.0,-0.009810158176438381519349542684,1.5373903770464066,0.6504528810185304913004253694,0.3444018609376654610339506172,0.5868576155573560085126482486,0.1520244652777777777777777778,0.0094315,1e-05,0.7289313191020944370615868543,0.2590312560456511,3.860284030501635963190927730,True
1.1.1.1,192.168.20.144,443,43960,2020-03-31 22:31:46,120.817038,496,4.105381229425604689961030165,448,3.708086271739255848997059504,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.411780232347859375,35.41767609869890742737504393,60.410773125,60.408561,0.0,0.0001873746595204701128824263452,1.7056673327931653,0.5862807950729881910839233930,0.00012946529225,0.01137828160356387031180959823,15.0845755,15.088931,15.054475,-1.148371999855175945267756619,2.6454346138323435,0.0007542990920469634900769728807,True
192.168.20.144,1.1.1.1,44258,443,2020-03-31 22:31:48,110.221510,25416,230.5901996806249524253478291,46554,422.3676485651484905260325321,23709.326838554356,153.97833236710403,126.93121693121694,87.0,87,0.777990311702087,0.25933010390069566,1.2130848193990271,402.8662509862534668682287720,20.07152836697428646683256611,33.62611115873015873015873016,34.051939,0.0,-0.06364654950300130212228833739,1.6753139344415144,0.5969030516858690654479320768,0.4332878570400357899050611297,0.6582460459737193057931186227,0.1881769256198347107438016529,0.010852,1e-05,0.8081701061683907230925611856,0.28586108001831784,3.498016793533676237913930540,True
1.1.1.1,192.168.20.144,443,43658,2020-03-31 22:32:45,120.817054,496,4.105380685743256080387459208,448,3.708085780671328072608027671,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60155817239871484375,35.42035513899315373214996314,60.4086246875,60.408597,0.0,0.000002345049892189226218240364422,1.7054776681501438,0.5863459948347819060278115712,2.2609109375E-8,0.0001503632580619347979150733779,15.088909125,15.0889685,15.088654,-1.184631154551267496737581925,1.696724341365379,0.000009965151013654527388842854993,True
192.168.20.144,1.1.1.1,43986,443,2020-03-31 22:32:48,105.743401,448,4.236670995668089018623488382,496,4.690600030918241413476004994,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.662777884674359375,34.60726481368723192460531701,52.873630625,52.8870125,0.0,-0.001160034611695817614258549340,1.527818823869848,0.6545278696508507812462200672,0.00010431252925,0.01021335053985713348481523817,0.018940,0.015022,0.01499,1.150846625123709642775422488,0.3867486956983709,0.5392476525795741016269925116,True
192.168.20.144,1.1.1.1,44284,443,2020-03-31 22:32:52,107.200658,22819,212.8624994074196820694887899,41627,388.3091836992269207899824645,26253.410275460737,162.02904145695837,129.15030060120242,87.0,87,0.7804212174963576,0.2601404058321192,1.254577346724734,338.6655884049541271480837427,18.40286902645764436099818994,29.63473544889779559118236473,27.844062,0.0,0.2919121110393210947162924953,1.6103323566717882,0.6209898198076238294282131618,0.4098401438837932098765432098,0.6401875849185090295603767695,0.1745576111111111111111111111,0.0136695,0.014941,0.7539420393395676390293374629,0.2493278765026802,3.667485942569474048869183225,True
1.1.1.1,192.168.20.144,443,43960,2020-03-31 22:33:47,120.816662,496,4.105394006002251576856178993,448,3.708097811873001424257193929,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.6054529411816875,35.42041011819571926933894817,60.40825325,60.4082195,0.0,0.000002858521390975852852827446539,1.7054645343862873,0.5863505102789198638074996511,3.23341875E-8,0.0001798170945711224642352943676,15.08893125,15.0889895,15.088633,-0.9718208405980094791346679347,1.6586298466867986,0.00001191715248693458419961283657,True
