SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,47744,443,2020-03-22 17:52:24,122.303055,10434,85.31266860014249030819385501,21310,174.2393107024186762955348908,50266.84007336883,224.20267632963,148.33644859813083,87.0,62,0.8207276951674565,0.3850821498276684,1.5114469737443557,480.4004900574780004367193640,21.91804028779667154567185778,34.30799262616822429906542056,33.439961,0.0,0.1188105708499202511788457296,1.5652855901204779,0.6388610527763379609882384867,0.07437841568768144352862552910,0.2727240651055228084061640582,0.04465453731343283582089552239,0.014954,0.015011,0.3267097529725628605430827237,0.1086942485327179,6.107421138220657880769914541,True
192.168.20.144,1.1.1.1,47746,443,2020-03-22 17:53:25,123.588684,16668,134.8667164382137121874361895,26153,211.6132250425127918669317654,30899.411563368045,175.78228455498024,125.57478005865103,87.0,56,0.6583390383674155,0.3958008637490987,1.3998215602916386,466.6667437901551765808687575,21.60247077975468936106596090,31.96525848973607038123167155,33.745788,0.0,-0.2472674808937964548900851639,1.479703817939804,0.6758109209938397679387368523,0.0000952554126552734375,0.009759887942762121564500805348,0.00898103125,0.0135215,2.3e-05,-1.395651910133000949443779990,0.9178416086880614,1.086722412057314861753855421,True
192.168.20.144,1.1.1.1,47748,443,2020-03-22 17:54:26,109.093740,15915,145.8837143176134579307666966,25442,233.2122814746290667090522334,30922.201479238753,175.84709687463922,121.63823529411765,87.0,56,0.5909378529941463,0.37326880261725853,1.4456564290779634,407.8551650561724252595155703,20.19542435939815613904617537,32.95091829411764705882352941,34.424771,0.0,-0.2189386090116714775132784561,1.6316031645447246,0.6128941287503788845827327685,0.1145907494262994669012991045,0.3385125543112093603542512023,0.03666458992805755395683453237,0.004396,2.1e-05,0.2859739426242221259198443075,0.10824883585962812,9.232683495858843494191544882,True
1.1.1.1,192.168.20.144,443,47744,2020-03-22 17:54:26,120.816993,496,4.105382758532982193986569422,448,3.708087652868500046181417543,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.60444219433862109375,35.42039585033372578180317862,60.4084914375,60.4084415,0.0,0.000004229554650744776715066015540,1.7054719459588095,0.5863479621400655802761980472,3.690734375E-9,0.00006075141459258376808187936009,15.089018375,15.089020,15.088886,-0.08024504503628654375842528100,2.1789616075195064,0.000004026200583945128112542268681,True
192.168.20.144,1.1.1.1,47750,443,2020-03-22 17:55:27,120.176576,15535,129.2681196042729658065811427,26958,224.3199207140000394086781104,31140.7185411512,176.46732995416232,126.09198813056379,87.0,56,0.6645760686816874,0.3971952663916335,1.3995126301873886,440.4365367311221611531315763,20.98657991982310016031188284,32.02130222255192878338278932,31.421426,0.0,0.08575140277887430833718150630,1.5257989793899607,0.6553943301232357097063904400,0.00009392660831700707250974948789,0.009691574088712683029599183661,0.009809674796747967479674796748,0.014936,1.3e-05,-1.586839812499319538392306016,1.0108445446604684,0.9879607927395884373653847540,True
1.1.1.1,192.168.20.144,443,47746,2020-03-22 17:55:28,105.727968,496,4.691284712858569267121448887,392,3.707628240807578936918564443,8.960000000000003,2.9933259094191533,59.2,62.0,62,-2.806243040080453,-0.9354143466934843,0.05056293765910732,1078.749031056147582222222221,32.84431504927675580681197885,56.38127513333333333333333333,60.401016,0.0,-0.3671631629981441377505893419,1.7166220409451,0.5825394152864551886884068105,1.432816326530612244897959184E-9,0.00003785256036955244385490638447,15.08899042857142857142857143,15.088995,15.088948,-0.3623080071835010578636215434,1.120890397202975,0.000002508621139945688754773972157,True
1.1.1.1,192.168.20.144,443,47744,2020-03-22 17:56:27,105.727995,496,4.691283514834457988161035306,392,3.707627293982071635804689193,8.960000000000003,2.9933259094191533,59.2,62.0,62,-2.806243040080453,-0.9354143466934843,0.05056293765910732,1078.747999081738995555555556,32.84429933918120585419809312,56.38123726666666666666666667,60.400981,0.0,-0.3671636004612248612702237424,1.7166217091258622,0.5825395278900555472059486834,3.860244897959183673469387754E-9,0.00006213086912283767235237200694,15.08899057142857142857142857,15.088981,15.089024,0.4621581207485652015298509469,-0.5380348271499763,0.000004117629262787414203686143093,True
192.168.20.144,1.1.1.1,47752,443,2020-03-22 17:56:28,120.208462,13224,110.0088943821608831498068747,25149,209.2115611628073238304970577,35019.50808690824,187.13499963103706,130.5204081632653,87.0,62,0.6976846915179721,0.3661549592452663,1.4337604537441664,450.9615481612101895622194456,21.23585524911135265111184424,30.14412922789115646258503401,28.5117795,46.83062,0.2306028707686917397645050314,-0.7857696606218447,0.7044773159167147415403463449,0.00004046193385196675900277008313,0.006360969568545880019093977383,0.01070285263157894736842105263,0.015001,0.01502,-2.027118973972836046512396477,-0.6786932906846077,0.5943246896418747208702135009,True
192.168.20.144,1.1.1.1,47748,443,2020-03-22 17:56:30,105.742918,448,4.236690347433007286596725088,496,4.690621456086543781589231347,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.686645670240609375,34.60760964976114338302678682,52.871479375,52.8714715,0.0,6.826533308452020252479697220E-7,1.5277414392405142,0.6545610234262741089231492082,8.2525E-10,0.00002872716484444644948088495542,0.0149845,0.014988,0.015016,-0.3655077017469708810048979485,-1.0965231052409223,0.001917125352494007106068601249,True
1.1.1.1,192.168.20.144,443,47750,2020-03-22 17:57:27,120.816937,496,4.105384661423753856630217335,448,3.708089371608551870504712431,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.605191910103609375,35.42040643344036515990880864,60.408433125,60.4084195,0.0,0.000001153995792702422502386436841,1.705469790091637,0.5863487033366148935336883668,2.2436875E-9,0.00004736757857437933252665338268,15.08899425,15.0890145,15.088914,-1.282522810504379264489458981,1.6941967990590796,0.000003139213773269171504035358929,True
