SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,47688,443,2020-03-22 17:24:58,122.713913,12293,100.1760900575308033735343441,24783,201.9575400549732286672335190,43297.54231508465,208.08061494306634,145.96850393700788,87.0,62,0.8501777633607406,0.40353833037249914,1.4255172131712928,485.7599293449482898040796083,22.03996209944446092772026556,31.61186085433070866141732283,30.8980745,0.0,0.09715801929832270719546723821,1.4342974235480883,0.6972054635127582876253893166,0.00004349091332400067465002529938,0.006594764084029137933452150641,0.01100502597402597402597402597,0.014984,0.015002,-1.810060515558138728292258887,-0.6060829432327522,0.5992502061870711031391980282,True
192.168.20.144,1.1.1.1,47690,443,2020-03-22 17:25:58,123.266210,14294,115.9604079658164228461311498,27028,219.2652795928421908972458876,32724.03453186186,180.8978566259475,129.9433962264151,87.0,62,0.7121708962292164,0.3755898355772419,1.3921281256243963,451.1612258050874534235196384,21.24055615573865931685097209,30.92597907547169811320754717,30.393230,0.0,0.07524507431427535822134682926,1.4559872561112899,0.6868191983155407343200115441,0.00007872826644680272108843537410,0.008872895043152641794266971506,0.01085002857142857142857142857,0.014987,0.015011,-1.398744629047763979550386092,-0.4689530765702585,0.8177761915316680214123043856,True
192.168.20.144,1.1.1.1,47692,443,2020-03-22 17:26:59,109.272989,17764,162.5653344212996681183489911,26636,243.7564877080464962846399306,15931.684505120405,126.22077683614692,117.15039577836411,62.0,56,1.3108078676292119,0.4844717114817499,1.0774250995698127,399.3350438942199163191567868,19.98336918275344069661969161,30.58214963060686015831134565,30.388784,0.0,0.02902898337689875430318139157,1.5303800550810345,0.6534324573035874774815384652,0.09322392552830442109792391263,0.3053259332718143368844481332,0.03049988622754491017964071856,0.000311,6e-06,0.2966228833304126125497274002,0.09987322695055167,10.01072367922703437191634528,True
1.1.1.1,192.168.20.144,443,47688,2020-03-22 17:27:00,120.816741,496,4.105391321555346373728124317,448,3.708095387211280595625402609,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.602872384967984375,35.42037369064544446474166210,60.408298875,60.4082335,0.0,0.000005537067499990741357738341321,1.705467576446092,0.5863494643995707860386535690,2.88001875E-8,0.0001697061799110450780050762496,15.08888625,15.088959,15.088509,-1.286046271941305530549337273,2.2229597071680347,0.00001124709783739307319684222880,True
192.168.20.144,1.1.1.1,47694,443,2020-03-22 17:28:00,108.081764,17677,163.5521048675704441685463239,26587,245.9896935064827402335883415,28895.181001890374,169.98582588524954,120.28260869565217,87.0,56,0.5873891282815527,0.37816452260582434,1.4132203127998335,382.3338715704731466209829870,19.55335959804537391664301064,31.84209651086956521739130435,30.3653545,0.0,0.2265710918062161255374761348,1.6284718925771005,0.6140726189737749063254451037,0.00008971008371088043060361399464,0.009471540725292819570731891212,0.007806627450980392156862745098,0.004166,2.2e-05,1.153126262105948822124575839,0.821896635063006,1.213269210650412163891229804,True
1.1.1.1,192.168.20.144,443,47690,2020-03-22 17:28:01,120.817000,496,4.105382520671759768906693594,448,3.708087438026105597722174859,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.605278657713125,35.42040765798317467185148167,60.4085085,60.408532,0.0,-0.000001990377995666869881368565396,1.7054718591412068,0.5863479919883003678505236008,4.5171875E-9,0.00006721002529385032153798476144,15.08900775,15.0890225,15.088864,-0.6583839212458807007802588876,2.1388178232745334,0.000004454237575287236600298304005,True
192.168.20.144,1.1.1.1,47696,443,2020-03-22 17:29:00,109.256960,14588,133.5200979415865131155031222,26957,246.7302769544384174701547618,32553.529833984376,180.4259677374196,129.828125,87.0,62,0.7121168677171122,0.37593327529611875,1.3897294421945907,424.9431697027138246484375,20.61414974484064973676196868,30.70872248125,30.4478475,0.0,0.03796542440203612678143995090,1.4896914430795691,0.6712799517279544543626363715,0.1464583793872517146776406035,0.3826988102767654472208072593,0.04793562962962962962962962963,0.0149925,0.014993,0.2582432613715628673202001126,0.08607978061339078,7.983598280311611617247354864,True
1.1.1.1,192.168.20.144,443,47688,2020-03-22 17:29:01,120.817004,496,4.105382384751073615432476707,448,3.708087315259034233293849929,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.61009053782771484375,35.42047558316838459617474367,60.4085723125,60.4084275,0.0,0.00001226515152174981843789062582,1.7054703901605948,0.5863484970300982991994749548,1.53689984375E-7,0.0003920331419344543120230684002,15.088850625,15.0889695,15.088947,-0.9096807434194572513126834534,-0.2458338076329035,0.00002598164377642609952095462541,True
192.168.20.144,1.1.1.1,47692,443,2020-03-22 17:29:03,105.742974,448,4.236688103741058011097739695,434,4.104291600499149948250935329,8.960000000000003,2.9933259094191533,58.8,56.0,56,2.806243040080453,0.9354143466934843,0.050906903221414175,1241.055234398225662222222222,35.22861385859832070355914817,54.38140326666666666666666667,60.415984,0.0,-0.5138931174716481831892166261,1.5436713884044484,0.6478062672610705311754033486,3.988857142857142857142857143E-9,0.00006315739974743373534497255350,0.015010,0.014985,0.014962,1.187509306905046596093066062,0.7600059564192482,0.004207688191034892428046139474,True
192.168.20.144,1.1.1.1,47698,443,2020-03-22 17:30:01,107.225311,14370,134.0168647307537303389122369,25817,240.7733748610904005678286165,18515.430630177736,136.07141738872912,130.05501618122977,87.0,62,0.9492445292510648,0.500141892303584,1.0462604318092243,411.1675660247254915637666133,20.27726722279719554723958287,30.58905953398058252427184466,30.435635,0.0,0.02269899572188278549773301806,1.5085395481492747,0.6628927966965349871037263270,0.00007212062973327566320645905419,0.008492386574648828549784648304,0.01043085294117647058823529412,0.0149775,0.000122,-1.606137574705802637893803383,1.2138935092698315,0.8141603205932067218367401072,True
1.1.1.1,192.168.20.144,443,47690,2020-03-22 17:30:02,120.817042,496,4.105381093505004037427104034,448,3.708086148972261711224481063,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1254.6067587637315625,35.42042855138446179243197307,60.40851925,60.408518,0.0,1.058711075321934662673419650E-7,1.7054711566339544,0.5863482335131805402171312628,3.03E-10,0.00001740689518552921028072244167,15.089019,15.0890215,15.088995,-0.4308637422160695614040208335,1.3787639750800453,0.000001153613444686444511781875394,True
192.168.20.144,1.1.1.1,47694,443,2020-03-22 17:30:03,105.743031,448,4.236685819985621558360663976,496,4.690616443555509582470735116,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.68666017855327734375,34.60760985937273994892631607,52.8715178125,52.871480,0.0,0.000003277819544919478159395677818,1.527742540653407,0.6545605515261136130056379034,1.325859375E-9,0.00003641235195644467017817103993,0.015030875,0.0150315,0.014971,-0.05149351522919522033328059385,1.6443595863189922,0.002422503810087215160672352071,True
1.1.1.1,192.168.20.144,443,47688,2020-03-22 17:31:02,98.007297,733,7.479034953897361336268665791,528,5.387353964062492204024359533,100.1475,10.007372282472558,63.05,62.0,62,0.31476794418021886,0.10492264806007295,0.15872120987268132,1078.9559679939894475,32.84746516847212439555294909,66.01199695,75.5124665,0.0,-0.8676897442106556922002015950,2.0096526965301442,0.4975984167446418146202278931,27.87870374329906122448979591,5.280028763491640414123259731,12.93346328571428571428571429,15.088902,8.7e-05,-1.224674416088032856053434980,2.449489740499358,0.4082455446658065379622472583,True
192.168.20.144,1.1.1.1,47700,443,2020-03-22 17:31:02,109.291589,15711,143.7530567882950260701214620,25149,230.1091989796213869669330181,31082.561324883594,176.30247112528966,120.88757396449704,87.0,56,0.5766380995377218,0.3680468773372131,1.458400275094173,412.4870349048665716624067787,20.30977683050374070905418767,32.65669233431952662721893491,33.411644,0.0,-0.1115155038847979906308863223,1.6079296491959312,0.6219177564765130149362444171,0.1167633698120893328502665494,0.3417065551201634950137659546,0.03660993525179856115107913669,0.004510,2.7e-05,0.2818201884407256531697546491,0.1070595067716331,9.333710993203033458683615524,True
192.168.20.144,1.1.1.1,47692,443,2020-03-22 17:31:04,120.831980,504,4.171081198868048011792904494,496,4.104873560790777408431112359,8.96885813148789,2.994805190907731,58.8235294117647,56.0,56,2.828427124746187,0.9428090415820624,0.05091168824543143,1382.936300081814484429065744,37.18785151204374813484470695,56.86918552941176470588235294,60.416006,0.0,-0.2861273501729095627473908595,1.5292409541592897,0.6539191860381195524319479834,1.14675E-9,0.00003386369737639409037837021646,0.015034,0.015039,0.014982,-0.4429522220587847008289106143,1.535567703137119,0.002252474216868038471356273544,True
192.168.20.144,1.1.1.1,47696,443,2020-03-22 17:31:05,105.742976,448,4.236688023609246632135641804,496,4.690618883281665914150174854,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.68633341998227734375,34.60760513846605765078081651,52.8715111875,52.8715335,0.0,-0.000001934184689526509311255857410,1.5277425576245312,0.6545605442548437021782415553,2.003859375E-9,0.00004476448787822775930299394238,0.015012875,0.0149945,0.014974,1.231444893326062479597671904,0.8684339270394841,0.002981739865164251304496569936,True
